"Площадь, м^2",Этаж квартиры,Кол-во этажей в доме,"Расстояние до центра, км",Чистовая отделка,Проверено в Росреестре,От зайстройщика,Есть Балкон,Есть Лоджия,Metro_Аметьево,Metro_Горки,Metro_Дубравная,Metro_Козья слобода,Metro_Кремлёвская,Metro_Площадь Тукая,Metro_Проспект Победы,Metro_Северный вокзал,Metro_Суконная слобода,Metro_Яшьлек,Цена_log
30.4,7,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.089323370327545
22.1,4,13,7.867883218889441,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.72287587968973
15.0,3,5,4.958628260906187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.897316067298997
40.2,12,20,2.820056673945602,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,16.513911285617855
19.0,1,9,6.950420208698083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.068273812173887
26.9,6,19,3.685840683252179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.085985700303194
18.0,5,9,5.13675849223249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.250595321348806
28.3,6,25,6.32621916013964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.124648831887733
17.1,4,9,7.201058946511503,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.150511887854474
18.8,2,4,2.9903457767125663,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.250357197818243
33.7,3,10,7.497982514381213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.092777945538128
17.0,7,9,7.173487234727367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
35.9,1,4,15.256848078655702,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.796760409774363
24.0,2,19,3.880061315286283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.72505321099685
24.5,6,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.691148599291397
20.0,7,9,5.13675849223249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.123843647884687
32.0,3,19,6.355571933475567,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.90737474309945
13.0,5,5,10.443070957898074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.580978865220017
25.0,24,25,8.468068960084064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.687312888712007
22.0,1,9,3.4386917831587285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.253685778321676
26.6,2,8,2.7453072856584133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.205311432056007
38.3,6,6,0.8203276170097008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.80324804743883
22.0,2,4,1.0547389260310398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.341567078850604
28.1,2,6,21.737622654095706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.423538476824469
20.5,1,9,6.0124473644006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.35237799261728
15.0,4,5,2.7723956392202824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.145234832146
28.9,11,23,2.7659915767751158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.13380668379242
19.0,2,5,3.2811571327176234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.483028870189733
16.0,5,9,2.537202461728521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.050982320047213
19.0,3,5,3.323427536264124,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.454507466814658
31.9,7,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.984422191099869
19.0,5,5,4.983816192778577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.173919972664004
33.7,9,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.066802461833923
19.4,2,3,20.15287426257723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.199051381576908
19.5,3,5,6.022975893053392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.317363482435562
30.6,1,22,6.182144885408042,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.948492985055545
19.0,1,9,7.494507426674693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
29.0,1,9,1.9469765764156055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.46416937585933
24.1,12,14,8.530701394784979,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.956718539925898
15.8,6,9,10.587872643369252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.845130332288226
31.5,15,26,6.341970225569868,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.15056293790124
12.0,1,10,3.40244954822267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.910784279814974
32.9,3,5,1.20466546278287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.82534680128504
17.6,4,9,7.285635081241549,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
23.5,3,9,20.013182377666222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.587067489942822
20.0,1,9,5.079935828614964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.214227685996272
36.5,6,14,14.42773432940933,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.8173960165056
25.8,2,10,14.738298160449242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.569914413658926
15.0,3,5,4.958628260906187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.897316067298997
27.5,6,10,2.71725377231751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.447399470043365
31.7,8,20,6.104600615518209,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.03580040823149
22.1,4,13,7.867883218889441,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.72287587968973
19.0,1,9,6.950420208698083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.068273812173887
30.4,7,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.089323370327545
18.0,5,9,5.13675849223249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.250595321348806
40.2,12,20,2.820056673945602,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,16.513911285617855
17.1,4,9,7.201058946511503,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.150511887854474
26.9,6,19,3.685840683252179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.085985700303194
18.8,2,4,2.9903457767125663,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.250357197818243
28.3,6,25,6.32621916013964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.124648831887733
17.0,7,9,7.173487234727367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
24.0,2,19,3.880061315286283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.72505321099685
33.7,3,10,7.497982514381213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.092777945538128
35.9,1,4,15.256848078655702,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.796760409774363
20.0,7,9,5.13675849223249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.123843647884687
32.0,3,19,6.355571933475567,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.90737474309945
24.5,6,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.691148599291397
22.0,1,9,3.4386917831587285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.253685778321676
13.0,5,5,10.443070957898074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.580978865220017
22.0,2,4,1.0547389260310398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.341567078850604
25.0,24,25,8.468068960084064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.687312888712007
38.3,6,6,0.8203276170097008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.80324804743883
20.5,1,9,6.0124473644006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.35237799261728
26.6,2,8,2.7453072856584133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.205311432056007
15.0,4,5,2.7723956392202824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.145234832146
19.0,2,5,3.2811571327176234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.483028870189733
28.1,2,6,21.737622654095706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.423538476824469
16.0,5,9,2.537202461728521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.050982320047213
19.0,5,5,4.983816192778577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.173919972664004
28.9,11,23,2.7659915767751158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.13380668379242
19.0,3,5,3.323427536264124,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.454507466814658
19.4,2,3,20.15287426257723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.199051381576908
31.9,7,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.984422191099869
19.5,3,5,6.022975893053392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.317363482435562
29.0,1,9,1.9469765764156055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.46416937585933
33.7,9,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.066802461833923
19.0,1,9,7.494507426674693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
15.8,6,9,10.587872643369252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.845130332288226
10.0,2,5,5.049340138173353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.646243837206535
30.6,1,22,6.182144885408042,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.948492985055545
18.0,7,9,7.285444334531306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.19679262851687
12.0,1,10,3.40244954822267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.910784279814974
32.9,3,5,1.20466546278287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.82534680128504
17.6,4,9,7.285635081241549,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
23.5,3,9,20.013182377666222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.587067489942822
20.0,1,9,5.079935828614964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.214227685996272
36.5,6,14,14.42773432940933,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.8173960165056
25.8,2,10,14.738298160449242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.569914413658926
15.0,3,5,4.958628260906187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.897316067298997
27.5,6,10,2.71725377231751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.447399470043365
31.7,8,20,6.104600615518209,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.03580040823149
22.1,4,13,7.867883218889441,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.72287587968973
19.0,1,9,6.950420208698083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.068273812173887
30.4,7,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.089323370327545
18.0,5,9,5.13675849223249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.250595321348806
40.2,12,20,2.820056673945602,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,16.513911285617855
17.1,4,9,7.201058946511503,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.150511887854474
26.9,6,19,3.685840683252179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.085985700303194
18.8,2,4,2.9903457767125663,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.250357197818243
28.3,6,25,6.32621916013964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.124648831887733
17.0,7,9,7.173487234727367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
24.0,2,19,3.880061315286283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.72505321099685
33.7,3,10,7.497982514381213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.092777945538128
35.9,1,4,15.256848078655702,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.796760409774363
20.0,7,9,5.13675849223249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.123843647884687
32.0,3,19,6.355571933475567,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.90737474309945
24.5,6,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.691148599291397
22.0,1,9,3.4386917831587285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.253685778321676
13.0,5,5,10.443070957898074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.580978865220017
22.0,2,4,1.0547389260310398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.341567078850604
25.0,24,25,8.468068960084064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.687312888712007
38.3,6,6,0.8203276170097008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.80324804743883
20.5,1,9,6.0124473644006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.35237799261728
26.6,2,8,2.7453072856584133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.205311432056007
15.0,4,5,2.7723956392202824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.145234832146
19.0,2,5,3.2811571327176234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.483028870189733
28.1,2,6,21.737622654095706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.423538476824469
16.0,5,9,2.537202461728521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.050982320047213
19.0,5,5,4.983816192778577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.173919972664004
28.9,11,23,2.7659915767751158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.13380668379242
19.0,3,5,3.323427536264124,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.454507466814658
19.4,2,3,20.15287426257723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.199051381576908
31.9,7,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.984422191099869
19.5,3,5,6.022975893053392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.317363482435562
29.0,1,9,1.9469765764156055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.46416937585933
33.7,9,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.066802461833923
19.0,1,9,7.494507426674693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
15.8,6,9,10.587872643369252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.845130332288226
10.0,2,5,5.049340138173353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.646243837206535
30.6,1,22,6.182144885408042,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.948492985055545
18.0,7,9,7.285444334531306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.19679262851687
12.0,1,10,3.40244954822267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.910784279814974
32.9,3,5,1.20466546278287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.82534680128504
17.6,4,9,7.285635081241549,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
23.5,3,9,20.013182377666222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.587067489942822
20.0,1,9,5.079935828614964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.214227685996272
36.5,6,14,14.42773432940933,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.8173960165056
25.8,2,10,14.738298160449242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.569914413658926
15.0,3,5,4.958628260906187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.897316067298997
27.5,6,10,2.71725377231751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.447399470043365
31.7,8,20,6.104600615518209,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.03580040823149
22.1,4,13,7.867883218889441,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.72287587968973
19.0,1,9,6.950420208698083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.068273812173887
30.4,7,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.089323370327545
18.0,5,9,5.13675849223249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.250595321348806
40.2,12,20,2.820056673945602,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,16.513911285617855
17.1,4,9,7.201058946511503,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.150511887854474
26.9,6,19,3.685840683252179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.085985700303194
18.8,2,4,2.9903457767125663,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.250357197818243
28.3,6,25,6.32621916013964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.124648831887733
17.0,7,9,7.173487234727367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
24.0,2,19,3.880061315286283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.72505321099685
33.7,3,10,7.497982514381213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.092777945538128
35.9,1,4,15.256848078655702,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.796760409774363
20.0,7,9,5.13675849223249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.123843647884687
32.0,3,19,6.355571933475567,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.90737474309945
24.5,6,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.691148599291397
22.0,1,9,3.4386917831587285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.253685778321676
13.0,5,5,10.443070957898074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.580978865220017
22.0,2,4,1.0547389260310398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.341567078850604
25.0,24,25,8.468068960084064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.687312888712007
38.3,6,6,0.8203276170097008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.80324804743883
20.5,1,9,6.0124473644006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.35237799261728
26.6,2,8,2.7453072856584133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.205311432056007
15.0,4,5,2.7723956392202824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.145234832146
19.0,2,5,3.2811571327176234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.483028870189733
28.1,2,6,21.737622654095706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.423538476824469
16.0,5,9,2.537202461728521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.050982320047213
19.0,5,5,4.983816192778577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.173919972664004
28.9,11,23,2.7659915767751158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.13380668379242
19.0,3,5,3.323427536264124,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.454507466814658
19.4,2,3,20.15287426257723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.199051381576908
31.9,7,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.984422191099869
19.5,3,5,6.022975893053392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.317363482435562
29.0,1,9,1.9469765764156055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.46416937585933
33.7,9,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.066802461833923
19.0,1,9,7.494507426674693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
15.8,6,9,10.587872643369252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.845130332288226
10.0,2,5,5.049340138173353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.646243837206535
30.6,1,22,6.182144885408042,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.948492985055545
18.0,7,9,7.285444334531306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.19679262851687
12.0,1,10,3.40244954822267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.910784279814974
32.9,3,5,1.20466546278287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.82534680128504
17.6,4,9,7.285635081241549,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
23.5,3,9,20.013182377666222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.587067489942822
20.0,1,9,5.079935828614964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.214227685996272
36.5,6,14,14.42773432940933,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.8173960165056
25.8,2,10,14.738298160449242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.569914413658926
15.0,3,5,4.958628260906187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.897316067298997
27.5,6,10,2.71725377231751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.447399470043365
31.7,8,20,6.104600615518209,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.03580040823149
22.1,4,13,7.867883218889441,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.72287587968973
19.0,1,9,6.950420208698083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.068273812173887
30.4,7,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.089323370327545
18.0,5,9,5.13675849223249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.250595321348806
40.2,12,20,2.820056673945602,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,16.513911285617855
17.1,4,9,7.201058946511503,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.150511887854474
26.9,6,19,3.685840683252179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.085985700303194
18.8,2,4,2.9903457767125663,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.250357197818243
28.3,6,25,6.32621916013964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.124648831887733
17.0,7,9,7.173487234727367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
24.0,2,19,3.880061315286283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.72505321099685
33.7,3,10,7.497982514381213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.092777945538128
35.9,1,4,15.256848078655702,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.796760409774363
20.0,7,9,5.13675849223249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.123843647884687
32.0,3,19,6.355571933475567,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.90737474309945
24.5,6,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.691148599291397
22.0,1,9,3.4386917831587285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.253685778321676
13.0,5,5,10.443070957898074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.580978865220017
22.0,2,4,1.0547389260310398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.341567078850604
25.0,24,25,8.468068960084064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.687312888712007
38.3,6,6,0.8203276170097008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.80324804743883
20.5,1,9,6.0124473644006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.35237799261728
26.6,2,8,2.7453072856584133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.205311432056007
15.0,4,5,2.7723956392202824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.145234832146
19.0,2,5,3.2811571327176234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.483028870189733
28.1,2,6,21.737622654095706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.423538476824469
16.0,5,9,2.537202461728521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.050982320047213
19.0,5,5,4.983816192778577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.173919972664004
28.9,11,23,2.7659915767751158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.13380668379242
19.0,3,5,3.323427536264124,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.454507466814658
19.4,2,3,20.15287426257723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.199051381576908
31.9,7,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.984422191099869
19.5,3,5,6.022975893053392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.317363482435562
29.0,1,9,1.9469765764156055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.46416937585933
33.7,9,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.066802461833923
19.0,1,9,7.494507426674693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
15.8,6,9,10.587872643369252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.845130332288226
10.0,2,5,5.049340138173353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.646243837206535
30.6,1,22,6.182144885408042,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.948492985055545
18.0,7,9,7.285444334531306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.19679262851687
12.0,1,10,3.40244954822267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.910784279814974
32.9,3,5,1.20466546278287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.82534680128504
17.6,4,9,7.285635081241549,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
23.5,3,9,20.013182377666222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.587067489942822
20.0,1,9,5.079935828614964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.214227685996272
36.5,6,14,14.42773432940933,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.8173960165056
25.8,2,10,14.738298160449242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.569914413658926
15.0,3,5,4.958628260906187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.897316067298997
27.5,6,10,2.71725377231751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.447399470043365
31.7,8,20,6.104600615518209,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.03580040823149
22.1,4,13,7.867883218889441,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.72287587968973
19.0,1,9,6.950420208698083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.068273812173887
30.4,7,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.089323370327545
